Collection,ID Number,Verbatim object name,Type,Taxonomy Name(s)
Lichen,CANL 54466,Cladonia multiformis f. simulata,previous name,Cladonia multiformis
Bryophyte,CANM 312694,Thuidium paludosum,original identification,Helodium blandowii var. helodioides
Vascular Plant,CAN 573079,Urtica proceera Muhl.,original identification,Urtica dioica subsp. gracilis
Lichen,CANL 9014,Cladonia multiformis f. subtestacea (Vain.) Evans,previous name,Cladonia multiformis
Lichen,CANL 68904,Cladonia pyxidata var chlorophaea,previous name,Cladonia pocillum
Lichen,CANL 122915,Fuscidea recensa var. arculatula,original identification,Fuscidea recensa var. arcuatula
Lichen,CANL 122915,Fuscidea recensa var. arculatula,,Fuscidea recensa var. arcuatula
Vascular Plant,CAN 225403,Najas flexilus,original identification,Najas flexilis
Vascular Plant,CAN 432116,Potamogeton pusillus subsp. groelandicus,original identification,Potamogeton groenlandicus
Vascular Plant,CAN 462330,Potamogeton pusillus subsp. groelandicus,original identification,Potamogeton groenlandicus
Vascular Plant,CAN 462329,Potamogeton pusillus subsp. groenlandicus,original identification,Potamogeton groenlandicus
Vascular Plant,CAN 488117,Potamogeton pusillus subsp. groenlandicus,original identification,Potamogeton groenlandicus
Vascular Plant,CAN 586706,Zostrella dubia,original identification,Heteranthera dubia
Vascular Plant,CAN 7476,Potamogeton panormitanus,original identification,Potamogeton berchtoldii
Vascular Plant,CAN 577010,Scrophularia leporella,original identification,Scrophularia lanceolata
Vascular Plant,CAN 234235,Papaver radicatum subsp. dahlianum,previous name,Papaver cornwallisense
Vascular Plant,CAN 234236,Papaver radicatum subsp. dahlianum,previous name,Papaver cornwallisense
Vascular Plant,CAN 262018,Papaver radicatum subsp. dahlianum,previous name,Papaver cornwallisense
Vascular Plant,CAN 264262,Papaver radicatum subsp. dahlianum,previous name,Papaver lapponicum
Vascular Plant,CAN 330887,Papaver radicatum subsp. dahlianum,previous name,Papaver cornwallisense | Papaver lapponicum
Vascular Plant,CAN 295491,Papaver radicatum subsp. dahlianum,previous name,Papaver lapponicum
Vascular Plant,CAN 267638,Papaver radicatum subsp. dahlianum,previous name,Papaver dahlianum
Vascular Plant,CAN 233372,Papaver radicatum subsp. dahlianum,previous name,Papaver cornwallisense
Bryophyte,CANM 219826,Cirriphyllum piliferun,typo,Cirriphyllum piliferum
Fossil Vertebrate,CMNFV 32984,Unidentified microfauna,,Mammalia
Vascular Plant,CAN 54935,Melandrium involucrata,previous name,Silene involucrata
Vascular Plant,CAN 267675,Draba cinerea × glabella,identification confirmation,Draba cinerea
Vascular Plant,CAN 585749,Roegneria canina,,Elymus caninus
Vascular Plant,CAN 226968,"Mentha arvensis var. villosa f. glabrata (Benth,) Stewart",previous name,Mentha arvensis var. villosa
Vascular Plant,CAN 360489,Mentha peperita x peperita L.,original identification,Mentha piperita
Vascular Plant,CAN 294006,Agropyron repens f. pilosum,original identification,Elymus repens
Lichen,CANL 9129,Cladonia pleurota f. cerina,previous name,Cladonia pleurota
Lichen,CANL 9101,Cladonia pleurota f. cerina,previous name,Cladonia pleurota
Lichen,CANL 9107,Cladonia pleurota f. decorata,previous name,Cladonia pleurota
Lichen,CANL 9108,Cladonia pleurota f. decorata,previous name,Cladonia pleurota
Lichen,CANL 9113,Cladonia pleurota f. decorata,previous name,Cladonia pleurota
Lichen,CANL 9110,Cladonia pleurota f. decorata,previous name,Cladonia pleurota | Cladonia deformis
Lichen,CANL 9106,Cladonia pleurota f. decorata,previous name,Cladonia pleurota
Lichen,CANL 45439,Cladonia pleurota f. extensa,previous name,Cladonia pleurota
Vascular Plant,CAN 30756,Vilfa vaginaeflora,original identification,Sporobolus neglectus
Vascular Plant,CAN 495090,Cabomba caroliana,original identification,Cabomba caroliniana
Vascular Plant,CAN 54853,Silene uralensis subsp. iralensis,previous name,Silene soczaviana var. macrosperma
Vascular Plant,CAN 488671,Quercus rubra × Q. palustris,original identification,Quercus richteri
Lichen,CANL 24140,Cladonia pseucorangiformis,previous name,Cladonia wainioi
Fossil Vertebrate,CMNFV 17416,Euteleosti,original identification,Avitosmerus canadensis
Fossil Vertebrate,CMNFV 17456,Eutelostei,original identification,Avitosmerus canadensis
Lichen,CANL 8166,Cladonia dilatata f. dilacerata,previous name,Cladonia phyllophora
Lichen,CANL 122950,Mostly Bryoria nitidula,,Bryoria nitidula
Vascular Plant,CAN 155107,Potamogeton strictifoius var. turiloides,original identification,Potamogeton berchtoldii
Vascular Plant,CAN 263556,Atriples patula var. obtusa,original identification,Atriplex nudicaulis
Vascular Plant,CAN 44843,Atriplex patutum var. hastatum,original identification,Atriplex nudicaulis
Fossil Vertebrate,CMNFV 53626,Pelecorapis,manuscript name,Apsopelix
Vascular Plant,CAN 494193,Atriplex patula var. litoralis,original identification,Atriplex patula
Vascular Plant,CAN 44948,Atriplex patulum,original identification,Atriplex patula
Vascular Plant,CAN 44826,Atriplex glabriusculum,original identification,Atriplex nudicaulis
Vascular Plant,CAN 310589,Atriplex glabriusculum var. pedunculata,original identification,Atriplex nudicaulis
Vascular Plant,CAN 44915,Atriplex glabriusculu var. oblanceolata,previous name,Atriplex nudicaulis
Lichen,CANL 40485,Cladonia pyxidata var. pyxidata,previous name,Cladonia pyxidata | Cladonia deformis
Vascular Plant,CAN 414502,Atrplex gladbruiscula,original identification,Atriplex nudicaulis
Lichen,CANL 122787,Rhizocarpon cfr superficiale,,Rhizocarpon superficiale
Crustacea,CMNC 2010-2822.4,Limnocythere sancti-patricii,previous name,Limnocythere sanctipatricii
Crustacea,CMNC 2010-2844.4,Limnocythere sancti-patricii,previous name,Limnocythere sanctipatricii
Crustacea,CMNC 2010-3022.4,Limnocythere sancti-patricii,previous name,Limnocythere sanctipatricii
Crustacea,CMNC 2010-3128.8,Limnocythere sancti-patricii,previous name,Limnocythere sanctipatricii
Crustacea,CMNC 2010-2960.6,Limnocythere sancti-patricii,previous name,Limnocythere sanctipatricii
Crustacea,CMNC 2010-3444.6,Limnocythere sancti-patricii,previous name,Limnocythere sanctipatricii
Crustacea,CMNC 2010-3872.10,Limnocythere sancti-patricii,previous name,Limnocythere sanctipatricii
Crustacea,CMNC 2010-4948.2,Candona mulleri,previous name,Candona muelleri
Crustacea,CMNC 2010-4958.1,Candona mulleri,previous name,Candona muelleri
Crustacea,CMNC 2010-5016.3,Candona mulleri,previous name,Candona muelleri
Crustacea,CMNC 2010-5017.1,Candona mulleri,previous name,Candona muelleri
Crustacea,CMNC 2010-5023.1,Candona mulleri,previous name,Candona muelleri
Crustacea,CMNC 2010-4911.1,Candona mulleri,previous name,Candona muelleri
Crustacea,CMNC 2010-4912.1,Candona mulleri,previous name,Candona muelleri
Crustacea,CMNC 2010-4913,Candona mulleri,previous name,Candona muelleri
Crustacea,CMNC 2010-4870.2,Candona mulleri,previous name,Candona muelleri
Vascular Plant,CAN 509762,Papaver nudicaule arcticum,original identification,Papaver croceum
Vascular Plant,CAN 229038,Erigeron philadelphicum,original identification,Erigeron glabellus
Vascular Plant,CAN 229039,Erigeron alpinum,original identification,Erigeron glabellus
Lichen,CANL 9513,Cladonia furcata var. subulata,original identification,Cladonia scabriuscula
Lichen,CANL 9523,Cladonia furcata var. scabriuscula f. adspersa,original identification,Cladonia scabriuscula
Lichen,CANL 9484,Cladonia scabriuscula f. adspersa,original identification,Cladonia scabriuscula
Lichen,CANL 9512,Cladonia scabriuscula f. adspersa,previous name,Cladonia scabriuscula
Lichen,CANL 9515,Cladonia scabriuscula f. adspersa,previous name,Cladonia scabriuscula
Lichen,CANL 9488,Cladonia scabriuscula f. adspersa,previous name,Cladonia scabriuscula
Lichen,CANL 62149,Cladonia scabriuscula f. surrexta,previous name,Cladonia scabriuscula
Lichen,CANL 62151,Cladonia scabriuscula f. surrecta,previous name,Cladonia scabriuscula
Lichen,CANL 9485,Cladonia scabriuscula f. surrecta,previous name,Cladonia scabriuscula
Lichen,CANL 9514,Cladonia scabriuscula f. surrecta,previous name,Cladonia scabriuscula
Lichen,CANL 9522,Cladonia scabriuscula f. surrecta,previous name,Cladonia scabriuscula
Lichen,CANL 9509,Cladonia scabriuscula f. surrecta,previous name,Cladonia scabriuscula
Lichen,CANL 9496,Cladonia scabriuscula f. surrecta,previous name,Cladonia scabriuscula
Lichen,CANL 9495,Cladonia scabriuscula f. surrecta,previous name,Cladonia scabriuscula
Lichen,CANL 9494,Cladonia scabriuscula f. surrecta,previous name,Cladonia scabriuscula
Lichen,CANL 9497,Cladonia scabriuscula f. surrecta,previous name,Cladonia rangiferina
Lichen,CANL 9511,Cladonia scabriuscula f. surrecta,previous name,Cladonia scabriuscula
Lichen,CANL 9517,Cladonia scabriuscula f. surrecta,previous name,Cladonia scabriuscula
Lichen,CANL 9516,Cladonia scabriuscula f. surrecta,previous name,Cladonia scabriuscula
Lichen,CANL 9520,Cladonia scabriuscula f. surrecta,previous name,Cladonia scabriuscula
Lichen,CANL 9493,Cldonia scabriuscula f. surrecta,previous name,Cladonia scabriuscula
Vascular Plant,CAN 96746,Euphrasia officinalis var. tartarica,original identification,""
Vascular Plant,CAN 96747,Euphrasia officinalis var. tartarica,original identification,""
Vascular Plant,CAN 96721,Euphrasia officinalis var. tartarica,original identification,""
Vascular Plant,CAN 96747,Euphrasia purpurea,previous name,""
Vascular Plant,CAN 125258,Euphrasia purpurea,previous name,""
Vascular Plant,CAN 505877,Euphrasia purpurea,original identification,""
Vascular Plant,CAN 96721,Euphrasia purpurea,previous name,""
Vascular Plant,CAN 96716,Euphrasia purpurea,original identification,""
Vascular Plant,CAN 96717,Euphrasia purpurea,original identification,""
Vascular Plant,CAN 96718,Euphrasia purpurea,original identification,""
Vascular Plant,CAN 96719,Euphrasia purpurea,original identification,""
Vascular Plant,CAN 96720,Euphrasia purpurea,original identification,""
Vascular Plant,CAN 96744,Euphrasia purpurea,original identification,""
Vascular Plant,CAN 96745,Euphrasia purpurea,original identification,""
Vascular Plant,CAN 505875,Euphrasia purpurea,original identification,""
Vascular Plant,CAN 96722,Euphrasia purpurea,original identification,""
Vascular Plant,CAN 96724,Euphrasia purpurea,original identification,""
Vascular Plant,CAN 96725,Euphrasia purpurea,original identification,""
Vascular Plant,CAN 96727,Euphrasia purpurea,original identification,""
Vascular Plant,CAN 96729,Euphrasia purpurea,original identification,""
Vascular Plant,CAN 96730,Euphrasia purpurea,original identification,""
Vascular Plant,CAN 96731,Euphrasia purpurea,original identification,Euphrasia randii var. randii
Vascular Plant,CAN 96732,Euphrasia purpurea,original identification,""
Vascular Plant,CAN 96733,Euphrasia purpurea,original identification,""
Vascular Plant,CAN 125258,Euphrasia randii f. glabrescens,original identification,""
Vascular Plant,CAN 289902,Euphrasia randii var. reeksii,original identification,""
Vascular Plant,CAN 509350,Euphrasia purpurea var. farlowii,original identification,""
Vascular Plant,CAN 188044,Euphrasia purpurea var. farlowii,original identification,""
Vascular Plant,CAN 505880,Euphrasia purpurea var. farlowii,original identification,""
Vascular Plant,CAN 96734,Euphrasia purpurea var. farlowii,original identification,""
Vascular Plant,CAN 96735,Euphrasia purpurea var. farlowii,original identification,""
Vascular Plant,CAN 96736,Euphrasia purpurea var. farlowii,previous name,""
Vascular Plant,CAN 96737,Euphrasia purpurea var. farlowii,original identification,""
Vascular Plant,CAN 505876,Euphrasia purpurea var. farlowii,original identification,""
Vascular Plant,CAN 96738,Euphrasia purpurea var. farlowii,original identification,""
Vascular Plant,CAN 96739,Euphrasia purpurea var. farlowii,original identification,""
Vascular Plant,CAN 96740,Euphrasia purpurea var. farlowii,original identification,""
Vascular Plant,CAN 96741,Euphrasia purpurea var. farlowii,original identification,""
Vascular Plant,CAN 96742,Euphrasia purpurea var. farlowii,original identification,""
Vascular Plant,CAN 96743,Euphrasia purpurea var. farlowii,original identification,""
Vascular Plant,CAN 96763,Euphrasia purpurea var. farlowii,original identification,""
Vascular Plant,CAN 96764,Euphrasia purpurea var. farlowii,original identification,""
Vascular Plant,CAN 96753,Euphrasia purpurea var randii,previous name,""
Vascular Plant,CAN 371405,Trifolium spumosum,item name,Trifolium
Vascular Plant,CAN 156703,Euphrasia apparently intermediate between nemorosa & brevipila,previous name,""
Vascular Plant,CAN 234874,Euphrasia ? brevipila x stricta,previous name,""
Vascular Plant,CAN 96774,Euphrasia stricta var. tatarica,original identification,""
Vascular Plant,CAN 96775,Euphrasia stricta var. tatarica,original identification,""
Vascular Plant,CAN 125256,Euphrasia stricta var. tatarica,previous name,""
Vascular Plant,CAN 125256,Euphrasia latifolia,original identification,""
Vascular Plant,CAN 125275,Euphrasia latifolia,original identification,""
Vascular Plant,CAN 125277,Euphrasia latifolia,original identification,""
Vascular Plant,CAN 156718,Euphrasia latifolia,original identification,Euphrasia frigida
Vascular Plant,CAN 156722,Euphrasia latifolia,original identification,Euphrasia frigida
Vascular Plant,CAN 241383,Euphrasia latifolia,original identification,Euphrasia frigida
Vascular Plant,CAN 505948,Euphrasia latifolia,original identification,Euphrasia frigida
Vascular Plant,CAN 505949,Euphrasia latifolia,original identification,Euphrasia frigida
Vascular Plant,CAN 279205,"Papaver nova species (""Banks"")",most recent attribution,Papaver dahlianum subsp. polare
Vascular Plant,CAN 582991,"Papaver nova species (""Banks"")",most recent attribution,Papaver dahlianum subsp. polare
Vascular Plant,CAN 28014,Eriophorum polystachium,original identification,Eriophorum triste
Vascular Plant,CAN 28015,Eriophorum polystachion var. angustifolium,previous identification,Eriophorum triste
Vascular Plant,CAN 27891,Eriophorum polystachion var. angustifolium,original identification,Eriophorum angustifolium
Vascular Plant,CAN 28018,Eriophorum polystachyum,original identification,Eriophorum triste
Vascular Plant,CAN 315944,Papaver radicatum f. albiflora,original identification,Papaver labradoricum
Vascular Plant,CAN 312762,Papaver radicatum f. albiflora,original identification,Papaver kluanense
Vascular Plant,CAN 153958,Papavr lapponicum,previous name,Papaver labradoricum
Lichen,CANL 68596,Arthonia gregaria var. obscura,original identification,Arthonia cinnabarina
Lichen,CANL 68631,Arthonia gregaria var. obscura,original identification,Arthonia cinnabarina
Vascular Plant,CAN  59480,Papaver nudicaule B. albifrons,original identification,Papaver labradoricum
Bryophyte,CANM 170374,Elodium paludosum,original identification,Helodium paludosum
Bryophyte,CANM 170377,Elodium paludosum,original identification,Helodium paludosum
Bryophyte,CANM 170379,Elodium paludosum,original identification,Helodium paludosum
Bryophyte,CANM 170373,Elodium paludosum,original identification,Helodium paludosum
Bryophyte,CANM 170378,Hypmum fralndosum,original identification,Helodium paludosum
Lichen,CANL 2647,Leptogium myochrorum,original identification,Sticta fuliginosa | Leptogium pseudofurfuraceum
Lichen,CANL 69810,Aspicilia lacustris,previous name,Ionaspis lacustris | Rhizocarpon lavatum
Lichen,CANL 78845,Aspicilia lacustris,previous name,Ionaspis lacustris
Lichen,CANL 76151,Aspicilia lacustris,previous name,Ionaspis lacustris
Vascular Plant,CAN 104319,Erigeron glabellus var. asperus,original identification,Erigeron glabellus
Vascular Plant,CAN 104304,Erigeron glabellus var. asperus,original identification,Erigeron asper
Vascular Plant,CAN 104284,Erigeron glabellus var. asperus,original identification,Erigeron glabellus
Vascular Plant,CAN 104317,Erigeron glabellus var. asperus,original identification,Erigeron asper
Vascular Plant,CAN 104318,Erigeron glabellus var. asperus,original identification,Erigeron asper
Vascular Plant,CAN 104315,Erigeron glabellus var. asperus,original identification,Erigeron asper
Vascular Plant,CAN 104316,Erigeron glabellus var. asperus,original identification,Erigeron asper
Vascular Plant,CAN 104320,Erigeron glabellus var. asper,original identification,Erigeron asper
Vascular Plant,CAN 104321,Erigeron glabellus var. asper,original identification,Erigeron asper
Vascular Plant,CAN 104324,Erigeron glabellus var. asper,original identification,Erigeron glabellus
Vascular Plant,CAN 104324,Erigeron drummondii,previous identification,Erigeron glabellus
Vascular Plant,CAN 104294,Erigeron drummondii,original identification,Erigeron glabellus
