mkey,descriptor,term,note
714519,substrate,n/a,on cliffs
714520,substrate,n/a,in bogs
714521,substrate,n/a,wet outcrop near stream
714522,substrate,n/a,wet slope below cliff
714523,substrate,n/a,on stones in brooks
714527,substrate,n/a,"on ground, by spring on alpine tundra"
714535,substrate,n/a,wet cliff
714536,substrate,n/a,on stones in the torrent
714537,substrate,n/a,on stones in brooks
714538,substrate,n/a,on stones in a brook
714540,substrate,n/a,in the brook
714541,substrate,n/a,in a mountain brook
714542,substrate,n/a,on stones in brooks
714545,substrate,n/a,aquatic
714546,substrate,n/a,on rock in rivulet
714547,substrate,n/a,submerged
714557,substrate,n/a,submerged
714558,substrate,n/a,on rock in falls
714559,substrate,n/a,in water
714560,substrate,n/a,on soil over rock
714561,substrate,n/a,in water of waterfall
714563,substrate,n/a,aquatic
714564,substrate,n/a,aquatic
714565,substrate,n/a,aquatic
714567,substrate,n/a,on stones in a creek
714569,substrate,n/a,margin of pond
714571,substrate,n/a,wet rock side of waterfall in steep walled gorge
714573,substrate,n/a,on rock in rapids
714574,substrate,n/a,margin of pond in alpine meadow
714577,substrate,n/a,on stones in creek
714581,substrate,n/a,"on rock, submerged in rapids"
714582,substrate,n/a,partially submerged in small channel
714586,substrate,n/a,"on stones, and in the river"
714587,substrate,n/a,on stones in a river
714588,substrate,n/a,on stones in brook
714589,substrate,n/a,on rocks below falls
714590,substrate,n/a,on stones in brooks
714591,substrate,n/a,on stones in brooks
714592,substrate,n/a,on stones
714595,substrate,n/a,on stones
714597,substrate,n/a,on stones
714598,substrate,n/a,on stones
714599,substrate,n/a,on stones
714609,substrate,n/a,on stones in brooks
714610,substrate,n/a,in brooks
714613,substrate,n/a,on rocks in brooks
714616,substrate,n/a,on ground in wet alpine tundra
714618,substrate,n/a,on ground in wet alpine tundra
714620,substrate,n/a,on earth by roadsides
714621,substrate,n/a,on earth by the flume road
17527,substrate,n/a,On moist sandy soil of road allowance
25498,substrate,n/a,On damp sand of road allowance.
20848,substrate,n/a,On sandy soil along road.
26339,substrate,n/a,On damp sand of road allowance in woods.
714622,substrate,n/a,on wet sandy soil of road allowance near pond
714624,substrate,n/a,on sand and clay bank
714628,substrate,n/a,on ground with Ditrichum lineare
714629,substrate,n/a,on sandy soil in borrow pit
714632,substrate,n/a,"roadside bank, pioneering damp mineral soil"
714636,substrate,n/a,on mud of track
714637,substrate,n/a,on clay bank along road
21076,substrate,n/a,On silty sand in roadside ditch.
21985,substrate,n/a,On middle of old road portion of trail.
714641,substrate,n/a,on old logs
714642,substrate,n/a,on old logs
714643,substrate,n/a,on soil in clearing in woods
714645,substrate,n/a,on soil in clearing
714647,substrate,n/a,on earth
714650,substrate,n/a,on earth
714651,substrate,n/a,on earth
714652,substrate,n/a,on earth
714654,substrate,n/a,on earth
714656,substrate,n/a,earth bank
714658,substrate,n/a,on vertical shaly densely shaded N. facing river bank.
714659,substrate,n/a,on moist shaded vertical shaly rock of N.-facing river bank
714660,substrate,n/a,on vertical shaly densely shaded N. facing river bank.
714662,substrate,n/a,"on wet, open rock, near water"
714663,substrate,n/a,on wet rock in brook
714665,substrate,n/a,semi shaded moist rock
714666,substrate,n/a,on old logs
714668,substrate,n/a,humus
714669,substrate,n/a,humus on D.W.
714670,substrate,n/a,damp shaded rotten log
714671,substrate,n/a,humus
714672,substrate,n/a,D.W.
714673,substrate,n/a,on old logs
714674,substrate,n/a,on rocks and logs
714675,substrate,n/a,on rotten wood
714676,substrate,n/a,on earth in woods
714678,substrate,n/a,rotten wood
714679,substrate,n/a,wet sticks in swampy depression
714680,substrate,n/a,rotten log
714681,substrate,n/a,rotting wood
714682,substrate,n/a,base of hemlock
714683,substrate,n/a,on rotten wood
714684,substrate,n/a,moist humus on bank
714685,substrate,n/a,on rock
714686,substrate,n/a,on ground
714687,substrate,n/a,glacial erratic in forest
714688,substrate,n/a,mineral soil hummock in forest
714689,substrate,n/a,on moist log in shaded wet depression behind beach thickets
714690,substrate,n/a,acid sandy soil on N.E. facing bank
714691,substrate,n/a,"in bryophyte mat around base of dead poplar trunk, standing in low woods."
714692,substrate,n/a,on decaying log in cedar swamp
714693,substrate,n/a,in peat on decaying log in cedar swamp
714695,substrate,n/a,on fallen logs and stumps in sugar maple forest
714696,substrate,n/a,on rotten log
714700,substrate,n/a,on soil hummock over cedar root and on rotten log
21782,substrate,n/a,On side of rotting stump.
25456,substrate,n/a,On hummock in swamp.
714702,substrate,n/a,on earth and rotten wood
714706,substrate,n/a,on damp shaded boulder in brook
714707,substrate,n/a,"on wet, rotten wood, among cedar"
714712,substrate,n/a,"Avec Lycopodium selago, à l'ombre de quartiers de roc (granite)"
714713,substrate,n/a,on humus in a stand of trembling aspen.
714722,substrate,n/a,On humus (needles)
714723,substrate,n/a,on wood
714724,substrate,n/a,sur conglomérat à l'ombre
714725,substrate,n/a,on erratic boulder
27537,substrate,n/a,Tronc pourri.
714737,substrate,n/a,on rotten log in woods
714738,substrate,n/a,on rotten wood
714739,substrate,n/a,on rotten log
714740,substrate,n/a,on rock bluff
714742,substrate,n/a,on humus on cliff shelf
714743,substrate,n/a,on earth mount
714744,substrate,n/a,soil in crevice
714745,substrate,n/a,on humus over boulder
714751,substrate,n/a,on dead wood
714752,substrate,n/a,rock and soil in dried but periodically inundated stream bed
714753,substrate,n/a,on wet rocks
714754,substrate,n/a,on stones
714755,substrate,n/a,on damp outcrop
714756,substrate,n/a,damp rock by stream
20653,substrate,n/a,On soil over limestone in snowbed.
20651,substrate,n/a,On soil over limestone.
714758,substrate,n/a,disturbed mineral soil
714759,substrate,n/a,"moist, calcareous polygon soil, edge of temporary pond."
714761,substrate,n/a,on rock by falls
714763,substrate,n/a,on wet earth and rocks
714766,substrate,n/a,on rocks beside river
714767,substrate,n/a,on rock beside stream
714768,substrate,n/a,on rock just above waterline in stream bed
714769,substrate,n/a,"damp shady rocks, river margin, below high water"
714770,substrate,n/a,on rock beside river
714774,substrate,n/a,sur shciste rouge humide en abri sous-roche
714776,substrate,n/a,on rotten wood
714779,substrate,n/a,road bank
714780,substrate,n/a,on earth
714781,substrate,n/a,on earth
714782,substrate,n/a,on earth by the flume
714784,substrate,n/a,on old logs
714785,substrate,n/a,on earth
714786,substrate,n/a,on earth in a railway cutting
714787,substrate,n/a,road bank
714788,substrate,n/a,on soil in woods
714789,substrate,n/a,on sandstone
714790,substrate,n/a,on soil beside lake
714792,substrate,n/a,on silty bank of river
714793,substrate,n/a,on earth
714794,substrate,n/a,on earth
714795,substrate,n/a,W.S.
714796,substrate,n/a,wet shaded channel of streamlet
714797,substrate,n/a,seepage near stream
714798,substrate,n/a,seepy area near stream
714799,substrate,n/a,S.
714800,substrate,n/a,humus
714801,substrate,n/a,shaded humus overhang
714805,substrate,n/a,on damp soil over sandstone
714806,substrate,n/a,"soil, sea cliff top"
714808,substrate,n/a,shaded bank in forest
714809,substrate,n/a,humus in forest
714810,substrate,n/a,"humus bank, shaded"
714811,substrate,n/a,wet rotten log
714812,substrate,n/a,damp humus in bog
714813,substrate,n/a,humus in bog
714814,substrate,n/a,peaty soil in bog
714815,substrate,n/a,humus in bog
714817,substrate,n/a,humus on cliff
714818,substrate,n/a,shaded humus bank in forest
714819,substrate,n/a,humus in forest
714820,substrate,n/a,base of stump in forest
714821,substrate,n/a,humus on exposed hummock of open slope
714822,substrate,n/a,humus on cliff ledge
714823,substrate,n/a,damp humus of cliff
714824,substrate,n/a,on humus in forest
714825,substrate,n/a,damp humus in forest
714826,substrate,n/a,partly decayed stump
714827,substrate,n/a,on Sphagnum of seepy open cliff ledge
714828,substrate,n/a,rotten log
714829,substrate,n/a,on old logs and rocks
714830,substrate,n/a,on old logs and rocks
714831,substrate,n/a,on old logs by the sea
714833,substrate,n/a,shaded moist mineral soil of gravel bank
714834,substrate,n/a,boulder
714835,substrate,n/a,boulders of river bank
714836,substrate,n/a,on oak tree
714837,substrate,n/a,shaded face of a glacial erratic in forest
714838,substrate,n/a,damp humus in depression of forest
714839,substrate,n/a,damp rotten log near damp depression in forest
714840,substrate,n/a,on boulder
714986,substrate,n/a,on wet peat
714987,substrate,n/a,on aging S. fuscum
714988,substrate,n/a,on large dry hummocks
714994,substrate,n/a,on moss-covered rock face near lake
714995,substrate,n/a,on old logs by the sea
714996,substrate,n/a,on earth by the sea
714997,substrate,n/a,on peat
714998,substrate,n/a,"peaty soil of brook bank, near falls"
714999,substrate,n/a,at base of rock outcrop near lake
715000,substrate,n/a,on rock cliff
715001,substrate,n/a,on rock face of cliff
715002,substrate,n/a,on cedar tree
715003,substrate,n/a,at base of Thuja
715004,substrate,n/a,on bluff beside river
715005,substrate,n/a,on shaded vertical rocky wall of ravine basalt
715006,substrate,n/a,in crevices of bluff
715007,substrate,n/a,Very moist shaded vertical wall of ravine
715008,substrate,n/a,in crevices of densely shaded N.-facing basaltic cliff
715009,substrate,n/a,"damp shaded rock, river bank below falls"
715011,substrate,n/a,"n-side of cedar trunk, 1-2' up"
715012,substrate,n/a,on cedar tree in swamp
715013,substrate,n/a,on cedar tree
715014,substrate,n/a,on rock bluff
715015,substrate,n/a,on rock outcrop
715016,substrate,n/a,on vertical face of cliff
715017,substrate,n/a,on bluff beside river
715018,substrate,n/a,on vertical face of rock outcrop
715020,substrate,n/a,on rock in creek in cedar woods
17482,substrate,n/a,On vertical face of rock outcrop in woods.
17518,substrate,n/a,On base of birch near swamp.
20538,substrate,n/a,On bluff in woods.
20964,substrate,n/a,On boulders beside river.
20626,substrate,n/a,On base of bluff.
30296,substrate,n/a,On acidic bluff.
29401,substrate,n/a,On trunk of thuja beside river.
29393,substrate,n/a,On boulders and rocks in river.
29392,substrate,n/a,On boulders beside river.
29388,substrate,n/a,On rockoutcrop in woods.
715021,substrate,n/a,at base of cedar near creek
715023,substrate,n/a,on cedar trees in woods
715024,substrate,n/a,on rocks
715025,substrate,n/a,in deeply shaded crevice of cliff
715026,substrate,n/a,on dry cliff
715027,substrate,n/a,on erratic in woods
715029,substrate,n/a,on rock bluff beside rivulet
715036,substrate,n/a,on wet cliff
715037,substrate,n/a,on rock outcrop
715038,substrate,n/a,on rock face
715039,substrate,n/a,shaded cliff face
715040,substrate,n/a,in humid crevices
715041,substrate,n/a,on wet cliff
715042,substrate,n/a,on rock ledge
715043,substrate,n/a,on rock ledge
715044,substrate,n/a,on birch tree
715045,substrate,n/a,on north side of granite rock in shady woods
715046,substrate,n/a,open humid cliff
715047,substrate,n/a,on humus
715049,substrate,n/a,on rock outcrop
715050,substrate,n/a,cliff face
715051,substrate,n/a,shaded seepy rock
715052,substrate,n/a,on boulders in damp depression in forest
715053,substrate,n/a,semi shaded moist rock
715056,substrate,n/a,on damp rocks
715057,substrate,n/a,over boulders of streamlet in forest
715058,substrate,n/a,shaded damp slope in open forest
715060,substrate,n/a,damp forest floor of slope
715061,substrate,n/a,humus bank
715062,substrate,n/a,damp forest floor of slope
715064,substrate,n/a,shaded bank of streamlet
715065,substrate,n/a,seepy slope in forest
715066,substrate,n/a,bog
715067,substrate,n/a,"on wet bank, subalpine streamlet"
715068,substrate,n/a,hummock on Chamaecyparis forest slope
715069,substrate,n/a,in wet depression of forest
715070,substrate,n/a,shaded rotten wood
715071,substrate,n/a,cliff face
715072,substrate,n/a,bank in forest slope
715073,substrate,n/a,on wet moss and sand in bog
715074,substrate,n/a,cliff face
715075,substrate,n/a,damp humus near streamlet
715076,substrate,n/a,humid forest slope
715077,substrate,n/a,on log in forest near waterfall
715078,substrate,n/a,on wet shaded cliff
715079,substrate,n/a,hummock near stream
715080,substrate,n/a,damp forest below cliff
715081,substrate,n/a,damp hummocks near streamlet
715082,substrate,n/a,damp log below cliff
715083,substrate,n/a,"damp bases of cliff, forest slope"
715093,substrate,n/a,subalpine creek margin
715094,substrate,n/a,damp area near spring
715095,substrate,n/a,on wet shaded cliff
715099,substrate,n/a,on bank in open forest
715100,substrate,n/a,damp margin of stream
715104,substrate,n/a,rotten wood
715105,substrate,n/a,on d.w.
715106,substrate,n/a,under root turn
715109,substrate,n/a,on organic material in forest
715111,substrate,n/a,rotten log
715113,substrate,n/a,end of moist rotten log
715115,substrate,n/a,base of tree
715117,substrate,n/a,rotten log on forest slope
715121,substrate,n/a,over rotting conifer stump
715124,substrate,n/a,"rotten wood, base of tree"
715125,substrate,n/a,humus at tree base
715131,substrate,n/a,shaded rotten log
715132,substrate,n/a,wood
715134,substrate,n/a,cliff face
715135,substrate,n/a,D.W.
715138,substrate,n/a,rotten log
715139,substrate,n/a,on rotten stumps and logs
715142,substrate,n/a,on forest floor
715144,substrate,n/a,humus in hemlock forest
715145,substrate,n/a,rotten log
715147,substrate,n/a,rotten log
715148,substrate,n/a,rotten tree base
715149,substrate,n/a,rotten log
715150,substrate,n/a,decaying log in forest
715154,substrate,n/a,humus at tree base
715162,substrate,n/a,epiphytic on trees
715163,substrate,n/a,D.W.
715164,substrate,n/a,along brook
715165,substrate,n/a,on old stumps and logs
715166,substrate,n/a,on dead wood
715167,substrate,n/a,on rotten logs
715168,substrate,n/a,on old logs
715169,substrate,n/a,on rotten wood
715170,substrate,n/a,on old stumps and logs
715172,substrate,n/a,on rotten wood
715173,substrate,n/a,on old logs
715174,substrate,n/a,on trees at their base
715177,substrate,n/a,on old logs
715179,substrate,n/a,on rotten logs
715181,substrate,n/a,on old stumps
715182,substrate,n/a,on rotten wood
715183,substrate,n/a,on dead wood
715184,substrate,n/a,on old logs
715185,substrate,n/a,on rotten wood
715186,substrate,n/a,on old logs
715187,substrate,n/a,on old stumps and logs
715188,substrate,n/a,on old logs
715189,substrate,n/a,on old logs in woods
715190,substrate,n/a,on old logs
715192,substrate,n/a,on old trees by the sea below the wharf
715193,substrate,n/a,on trees
715194,substrate,n/a,on old logs
715209,substrate,n/a,rotten log
715211,substrate,n/a,wet north-facing side of ditch
715226,substrate,n/a,on old stumps
715229,substrate,n/a,on peat
29227,substrate,n/a,On peat over churchill quartzite.
715237,substrate,n/a,on logs
715240,substrate,n/a,"on very rotten stumps, ends of logs and earth in woods"
715242,substrate,n/a,on vertical wall of moist decaying humus under dead stump in fen
715244,substrate,n/a,on very rotten fallen cedar log across small rocky stream
715245,substrate,n/a,On under sides of very decayed stump in moist river bank woods
715247,substrate,n/a,on thin rich moist soil at base of birch tree
715249,substrate,n/a,on moist duff and humus between huge shaded baslatic talus boulders under birches and balsam firs
715252,substrate,n/a,on basaltic rock face of small shaded ledge
