ID Number,OtherNumber,Type
CAN 486041,851,collector no./field no.
CAN 486042,852,collector no./field no.
CAN 486043,853,collector no./field no.
CAN 486044,854,collector no./field no.
CAN 486045,855,collector no./field no.
CAN 486046,856,collector no./field no.
CAN 486047,857,collector no./field no.
CAN 486048,858,collector no./field no.
CAN 486049,859,collector no./field no.
CAN 486050,860,collector no./field no.
CAN 486051,861,collector no./field no.
CAN 486052,862,collector no./field no.
CAN 486053,863,collector no./field no.
CAN 486054,864,collector no./field no.
CAN 486055,865,collector no./field no.
CAN 486056,866,collector no./field no.
CAN 486057,867,collector no./field no.
CAN 486058,868,collector no./field no.
CAN 486059,869,collector no./field no.
CAN 486060,870,collector no./field no.
CAN 486061,871,collector no./field no.
CAN 486062,872,collector no./field no.
CAN 486063,873,collector no./field no.
CAN 486064,874,collector no./field no.
CAN 486065,875,collector no./field no.
CAN 486066,876,collector no./field no.
CAN 486067,877,collector no./field no.
CAN 486068,878,collector no./field no.
CAN 486069,879,collector no./field no.
CAN 486070,880,collector no./field no.
CAN 486071,881,collector no./field no.
CAN 486072,882,collector no./field no.
CAN 486073,883,collector no./field no.
CAN 486074,884,collector no./field no.
CAN 486075,885,collector no./field no.
CAN 486076,886,collector no./field no.
CAN 486077,887,collector no./field no.
CAN 486078,888,collector no./field no.
CAN 486079,889,collector no./field no.
CAN 486080,890,collector no./field no.
CAN 486081,891,collector no./field no.
CAN 486082,892,collector no./field no.
CAN 486083,893,collector no./field no.
CAN 486084,894,collector no./field no.
CAN 486085,895,collector no./field no.
CAN 486086,896,collector no./field no.
CAN 486087,897,collector no./field no.
CAN 486088,898,collector no./field no.
CAN 486089,899,collector no./field no.
CAN 486090,900,collector no./field no.
CAN 486091,901,collector no./field no.
CAN 486092,902,collector no./field no.
CAN 486093,903,collector no./field no.
CAN 486094,904,collector no./field no.
CAN 486095,905,collector no./field no.
CAN 486096,906,collector no./field no.
CAN 486097,907,collector no./field no.
CAN 486098,908,collector no./field no.
CAN 486099,909,collector no./field no.
CAN 486100,910,collector no./field no.
CAN 486101,911,collector no./field no.
CAN 486102,912,collector no./field no.
CAN 486103,913,collector no./field no.
CAN 486104,914,collector no./field no.
CAN 486105,915,collector no./field no.
CAN 486106,916,collector no./field no.
CAN 486107,917,collector no./field no.
CAN 486108,918,collector no./field no.
CAN 486109,919,collector no./field no.
CAN 486110,920,collector no./field no.
CAN 486111,921,collector no./field no.
CAN 486112,922,collector no./field no.
CAN 486113,923,collector no./field no.
CAN 486114,924,collector no./field no.
CAN 486115,925,collector no./field no.
CAN 486116,926,collector no./field no.
CAN 486117,927,collector no./field no.
CAN 486118,928,collector no./field no.
CAN 486119,929,collector no./field no.
CAN 486120,930,collector no./field no.
CAN 486121,931,collector no./field no.
CAN 486122,933,collector no./field no.
CAN 486123,934,collector no./field no.
CAN 486124,935,collector no./field no.
CAN 486125,936,collector no./field no.
CAN 486126,937,collector no./field no.
CAN 486127,MAPPED SJD,previous number
CAN 486128,939,collector no./field no.
CAN 486129,940,collector no./field no.
CAN 486130,941,collector no./field no.
CAN 486131,942,collector no./field no.
CAN 486132,943,collector no./field no.
CAN 486133,944,collector no./field no.
CAN 486134,945,collector no./field no.
CAN 486135,946,collector no./field no.
CAN 486136,947,collector no./field no.
CAN 486137,948,collector no./field no.
CAN 486138,949,collector no./field no.
CAN 486139,MAPPED SJD,previous number
CAN 486140,951,collector no./field no.
CAN 486141,952,collector no./field no.
CAN 486142,953,collector no./field no.
CAN 486143,954,collector no./field no.
CAN 486144,955,collector no./field no.
CAN 486145,956,collector no./field no.
CAN 486146,957,collector no./field no.
CAN 486147,958,collector no./field no.
CAN 486148,959,collector no./field no.
CAN 486149,960,collector no./field no.
CAN 486150,961,collector no./field no.
CAN 486151,962,collector no./field no.
CAN 486152,963,collector no./field no.
CAN 486153,964,collector no./field no.
CAN 486154,965,collector no./field no.
CAN 486155,966,collector no./field no.
CAN 486156,967,collector no./field no.
CAN 486157,968,collector no./field no.
CAN 486158,969,collector no./field no.
CAN 486159,970,collector no./field no.
CAN 486160,971,collector no./field no.
CAN 486161,972,collector no./field no.
CAN 486162,973,collector no./field no.
CAN 486163,974,collector no./field no.
CAN 486164,975,collector no./field no.
CAN 486165,976,collector no./field no.
CAN 486166,977,collector no./field no.
CAN 486167,978,collector no./field no.
CAN 486168,979,collector no./field no.
CAN 486169,980,collector no./field no.
CAN 486170,981,collector no./field no.
CAN 486171,982,collector no./field no.
CAN 486172,983,collector no./field no.
CAN 486173,984,collector no./field no.
CAN 486174,985,collector no./field no.
CAN 486175,986,collector no./field no.
CAN 486176,987,collector no./field no.
CAN 486177,988,collector no./field no.
CAN 486178,989,collector no./field no.
CAN 486179,990,collector no./field no.
CAN 486180,991,collector no./field no.
CAN 486181,992,collector no./field no.
CAN 486182,993,collector no./field no.
CAN 486183,994,collector no./field no.
CAN 486184,995,collector no./field no.
CAN 486185,996,collector no./field no.
CAN 486186,997,collector no./field no.
CAN 486187,998,collector no./field no.
CAN 486188,999,collector no./field no.
CAN 486189,1000,collector no./field no.
CAN 486190,1001,collector no./field no.
CAN 486191,1002,collector no./field no.
CAN 486193,1003B,collector no./field no.
CAN 486194,1004,collector no./field no.
CAN 486195,1005,collector no./field no.
CAN 486196,1006,collector no./field no.
CAN 486197,1007,collector no./field no.
CAN 486198,1008,collector no./field no.
CAN 486199,1009,collector no./field no.
CAN 486200,1010,collector no./field no.
CAN 486201,1011,collector no./field no.
CAN 486202,1012,collector no./field no.
CAN 486203,1013,collector no./field no.
CAN 486204,1014,collector no./field no.
CAN 486205,1015,collector no./field no.
CAN 486206,1016,collector no./field no.
CAN 486206a,1224,collector no./field no.
CAN 486207,1017,collector no./field no.
CAN 486208,1018,collector no./field no.
CAN 486209,1019,collector no./field no.
CAN 486210,1020,collector no./field no.
CAN 486211,1021,collector no./field no.
CAN 486212,1022,collector no./field no.
CAN 486213,1023,collector no./field no.
CAN 486214,1025,collector no./field no.
CAN 486215,1025,collector no./field no.
CAN 486216,1026,collector no./field no.
CAN 486217,1027,collector no./field no.
CAN 486218,1028,collector no./field no.
CAN 486219,1029,collector no./field no.
CAN 486220,1030,collector no./field no.
CAN 486221,1031,collector no./field no.
CAN 486222,1032,collector no./field no.
CAN 486223,1033,collector no./field no.
CAN 486224,1034,collector no./field no.
CAN 486225,1035,collector no./field no.
CAN 486226,1036,collector no./field no.
CAN 486227,1037,collector no./field no.
CAN 486228,1038,collector no./field no.
CAN 486229,1039,collector no./field no.
CAN 486230,1040,collector no./field no.
CAN 486231,1041,collector no./field no.
CAN 486232,1042,collector no./field no.
CAN 486233,1043,collector no./field no.
CAN 486234,1044,collector no./field no.
CAN 486235,1045,collector no./field no.
CAN 486236,1046,collector no./field no.
CAN 486237,1047,collector no./field no.
CAN 486238,1048,collector no./field no.
CAN 486239,1049,collector no./field no.
CAN 486240,1050,collector no./field no.
CAN 486241,1051,collector no./field no.
CAN 486242,1052,collector no./field no.
CAN 486243,1053,collector no./field no.
CAN 486244,1054,collector no./field no.
CAN 486245,1055,collector no./field no.
CAN 486246,1056,collector no./field no.
CAN 486247,1057,collector no./field no.
CAN 486248,1058,collector no./field no.
CAN 486249,1059,collector no./field no.
CAN 486250,1060,collector no./field no.
CAN 486251,1061,collector no./field no.
CAN 486252,1062,collector no./field no.
CAN 486253,1063,collector no./field no.
CAN 486254,1064,collector no./field no.
CAN 486255,1065,collector no./field no.
CAN 486256,1066,collector no./field no.
CAN 486257,1067,collector no./field no.
CAN 486258,1068,collector no./field no.
CAN 486259,1069,collector no./field no.
CAN 486260,1070,collector no./field no.
CAN 486261,1071,collector no./field no.
CAN 486262,1072,collector no./field no.
CAN 486263,1073,collector no./field no.
CAN 486264,1074,collector no./field no.
CAN 486265,1075,collector no./field no.
CAN 486266,1076,collector no./field no.
CAN 486267,1077,collector no./field no.
CAN 486268,1078,collector no./field no.
CAN 486269,1079,collector no./field no.
CAN 486270,1080,collector no./field no.
CAN 486271,1081,collector no./field no.
CAN 486272,1082,collector no./field no.
CAN 486273,1083,collector no./field no.
CAN 486274,1084,collector no./field no.
CAN 486275,1085,collector no./field no.
CAN 486276,1086,collector no./field no.
CAN 486277,1087,collector no./field no.
CAN 486278,MAPPED SJD,previous number
CAN 486279,1089,collector no./field no.
CAN 486280,1090,collector no./field no.
CAN 486281,1091,collector no./field no.
CAN 486282,1092,collector no./field no.
CAN 486283,1093,collector no./field no.
CAN 486284,1094,collector no./field no.
CAN 486285,1095,collector no./field no.
CAN 486286,1096,collector no./field no.
CAN 486287,1097,collector no./field no.
CAN 486288,1098,collector no./field no.
CAN 486289,1099,collector no./field no.
CAN 486290,1100,collector no./field no.
CAN 486291,1101,collector no./field no.
CAN 486292,1102,collector no./field no.
CAN 486293,1103,collector no./field no.
CAN 486294,1104,collector no./field no.
CAN 486295,1105,collector no./field no.
CAN 486296,1106,collector no./field no.
CAN 486297,1107,collector no./field no.
CAN 486298,MAPPED SJD,previous number
CAN 486299,1109,collector no./field no.
CAN 486300,1110,collector no./field no.
CAN 486301,1111,collector no./field no.
CAN 486302,1112,collector no./field no.
CAN 486303,1113,collector no./field no.
CAN 486304,1114,collector no./field no.
CAN 486305,1115,collector no./field no.
CAN 486306,1116,collector no./field no.
CAN 486307,1117,collector no./field no.
CAN 486308,1118A,collector no./field no.
CAN 486309,1118B,collector no./field no.
CAN 486310,1119,collector no./field no.
CAN 486311,1120,collector no./field no.
CAN 486312,1121,collector no./field no.
CAN 486313,1122,collector no./field no.
CAN 486314,1123,collector no./field no.
CAN 486315,1124,collector no./field no.
CAN 486316,1125,collector no./field no.
CAN 486317,1126,collector no./field no.
CAN 486318,1127,collector no./field no.
CAN 486319,1128,collector no./field no.
CAN 486320,1129,collector no./field no.
CAN 486321,1130,collector no./field no.
CAN 486322,1131,collector no./field no.
CAN 486323,1132,collector no./field no.
CAN 486324,1133,collector no./field no.
CAN 486325,1135,collector no./field no.
CAN 486326,1136,collector no./field no.
CAN 486327,1137,collector no./field no.
CAN 486327A,MAPPED SJD,previous number
CAN 486327B,MAPPED SJD,previous number
CAN 486328,1138,collector no./field no.
CAN 486329,1141,collector no./field no.
CAN 486330,1142,collector no./field no.
CAN 486331,1143,collector no./field no.
CAN 486332,1144,collector no./field no.
CAN 486333,1146,collector no./field no.
CAN 486334,1147,collector no./field no.
CAN 486335,1148,collector no./field no.
CAN 486336,1150,collector no./field no.
CAN 486337,1151,collector no./field no.
CAN 486338,1152,collector no./field no.
CAN 486339,1153,collector no./field no.
CAN 486340,1154,collector no./field no.
CAN 486341,1155,collector no./field no.
CAN 486342,1156,collector no./field no.
CAN 486343,1157,collector no./field no.
CAN 486344,1159,collector no./field no.
CAN 486345,1160,collector no./field no.
CAN 486346,1161,collector no./field no.
CAN 486347,1162,collector no./field no.
CAN 486348,1163,collector no./field no.
CAN 486349,1164,collector no./field no.
CAN 486350,1165,collector no./field no.
CAN 486351,1166,collector no./field no.
CAN 486352,1167,collector no./field no.
CAN 486353,1168,collector no./field no.
CAN 486354,1169,collector no./field no.
CAN 486355,1170,collector no./field no.
CAN 486356,1171,collector no./field no.
CAN 486357,1172,collector no./field no.
CAN 486358,1173,collector no./field no.
CAN 486359,1174,collector no./field no.
CAN 486360,1175,collector no./field no.
CAN 486361,1176,collector no./field no.
CAN 486362,1177,collector no./field no.
CAN 486363,1178,collector no./field no.
CAN 486365,1180,collector no./field no.
CAN 486366,1181,collector no./field no.
CAN 486367,1182,collector no./field no.
CAN 486368,1183,collector no./field no.
CAN 486369,1184,collector no./field no.
CAN 486370,1185,collector no./field no.
CAN 486371,1186,collector no./field no.
CAN 486372,1187,collector no./field no.
CAN 486373,1188,collector no./field no.
CAN 486374,1189,collector no./field no.
CAN 486375,1190,collector no./field no.
CAN 486376,1191,collector no./field no.
CAN 486377,1192,collector no./field no.
CAN 486378,1193,collector no./field no.
CAN 486379,1194,collector no./field no.
CAN 486380,1195,collector no./field no.
CAN 486381,1196,collector no./field no.
CAN 486382,1197,collector no./field no.
